Dataset,Seed,Lambda,Train R2,Val R2,Test R2,Test MSE,Test MAE,Test R2 DCAA (ug/L),Test R2 TCAA (ug/L),Test R2 BCAA (ug/L),Test R2 HAA5 (ug/L),Test R2 HAA9 (ug/L),Params,viol_haa5,viol_haa9,viol_nonneg,Test R2 DCAA,Test R2 TCAA,Test R2 HAA5,Test R2 TTHM
ontario,456,0.01,0.660672028138969,0.679709709765953,0.5838520471562254,0.8154889297561991,0.5971749040452218,,,,,,134985,0.01886792480945587,,0.07547169923782349,0.6024093394504172,0.5879676615917404,0.6033212148499123,0.5417099727328312
ontario,456,0.05,0.661035556893399,0.6795641393689916,0.5850017413953668,0.8131654007711581,0.596267961186355,,,,,,134985,0.0,,0.056603774428367615,0.6010936074888635,0.5839237570300766,0.6127641802918309,0.542225420770696
ontario,456,0.1,0.6610359630065104,0.6788265096869379,0.5857004887160726,0.8118041697598312,0.5953723449819373,,,,,,134985,0.01886792480945587,,0.056603774428367615,0.5977310298187759,0.5806932133268778,0.621586650991903,0.542791060726734
ontario,456,0.5,0.7340967794017994,0.6745604852066898,0.6066170579559693,0.7705717902622703,0.5796259570383154,,,,,,134985,0.0,,0.07547169923782349,0.6203318445392028,0.6019774871999715,0.6399911484292464,0.5641677516554564
ontario,456,1.0,0.7333205658833727,0.66988780789796,0.606004215510739,0.7716214990230071,0.57949018936078,,,,,,134985,0.0,,0.01886792480945587,0.6192184574417733,0.5972938683983615,0.6452461955845816,0.5622583406182395
ontario,789,0.0,0.574924378644062,0.5348739856075131,0.6322113081144356,0.2503240347624225,0.3619732355383612,,,,,,134985,0.35849055647850037,,0.056603774428367615,0.6911266278344809,0.5920476381749136,0.7514146301185144,0.49425633632983357
ontario,789,0.01,0.5750080377571245,0.5356397047148872,0.6325132303157771,0.2502162664747849,0.3617607254981056,,,,,,134985,0.3207547068595886,,0.056603774428367615,0.6893942252957501,0.5936629063483939,0.752710929373688,0.4942848602452763
ontario,789,0.05,0.5750956420394806,0.5384783611583349,0.6334647079704752,0.24990675555211223,0.36101039413082414,,,,,,134985,0.24528302252292633,,0.056603774428367615,0.6832275310713899,0.5991285250540686,0.7571120333718595,0.494390742384582
ontario,789,0.1,0.5748134186990951,0.5400591147590514,0.6337647841395069,0.24996298711513026,0.36066569447481844,,,,,,134985,0.18867924809455872,,0.056603774428367615,0.6777087278783118,0.602980661752063,0.7598005424466404,0.49456920448101194
ontario,789,0.5,0.5725011404597481,0.5440449146826732,0.631710215894737,0.25212540653541243,0.36171667140713837,,,,,,134985,0.056603774428367615,,0.01886792480945587,0.6576357512373654,0.614757843097192,0.7590168786719707,0.4954303905724198
